Rock County,C,Down from yesterday
Decatur County,C,Down from yesterday
Franklin County,C,Down from yesterday
Itasca County,C,Down from yesterday
Rio Grande County,C,Down from yesterday
Bent County,C,Down from yesterday
Talbot County,C,Down from yesterday
Johnson County,C,Down from yesterday
Schuyler County,C,Down from yesterday
Gallatin County,C,Down from yesterday
Mercer County,C,Down from yesterday
Morton County,C,Down from yesterday
Rawlins County,C,Down from yesterday
Greeley County,C,Down from yesterday
Hancock County,C,Down from yesterday
Nicholas County,C,Down from yesterday
Reynolds County,C,Down from yesterday
Mercer County,C,Down from yesterday
Dade County,C,Down from yesterday
Glacier County,C,Down from yesterday
Toole County,C,Down from yesterday
Jefferson County,C,Down from yesterday
Tyrrell County,C,Down from yesterday
Brown County,C,Down from yesterday
Union County,C,Down from yesterday
Bennett County,C,Down from yesterday
Throckmorton County,C,Down from yesterday
Garfield County,C,Down from yesterday
Charles City County,C,Down from yesterday
Gilmer County,C,Down from yesterday
Doddridge County,C,Down from yesterday
Butler County,C,Same as yesterday
Yavapai County,C,Same as yesterday
Riverside County,C,Same as yesterday
Lassen County,C,Same as yesterday
San Diego County,C,Same as yesterday
Montrose County,C,Same as yesterday
Collier County,C,Same as yesterday
Miami-Dade County,C,Same as yesterday
St. Johns County,C,Same as yesterday
Walton County,C,Same as yesterday
Fulton County,C,Same as yesterday
Sumter County,C,Same as yesterday
Twiggs County,C,Same as yesterday
Honolulu County,C,Same as yesterday
Mahaska County,C,Same as yesterday
McLean County,C,Same as yesterday
Cook County,C,Same as yesterday
Jefferson County,C,Same as yesterday
Breathitt County,C,Same as yesterday
Pike County,C,Same as yesterday
Fayette County,C,Same as yesterday
Worcester County,C,Same as yesterday
Waldo County,C,Same as yesterday
Saginaw County,C,Same as yesterday
Wayne County,C,Same as yesterday
Tuscola County,C,Same as yesterday
Ingham County,C,Same as yesterday
Pennington County,C,Same as yesterday
Nicollet County,C,Same as yesterday
Polk County,C,Same as yesterday
Hennepin County,C,Same as yesterday
Stearns County,C,Same as yesterday
Polk County,C,Same as yesterday
Boone County,C,Same as yesterday
St. Louis city,C,Same as yesterday
Oktibbeha County,C,Same as yesterday
Coos County,C,Same as yesterday
Atlantic County,C,Same as yesterday
Middlesex County,C,Same as yesterday
Passaic County,C,Same as yesterday
Sandoval County,C,Same as yesterday
Chaves County,C,Same as yesterday
Humboldt County,C,Same as yesterday
Putnam County,C,Same as yesterday
Dutchess County,C,Same as yesterday
Washington County,C,Same as yesterday
Portage County,C,Same as yesterday
Crook County,C,Same as yesterday
Philadelphia County,C,Same as yesterday
Lycoming County,C,Same as yesterday
Chester County,C,Same as yesterday
Monroe County,C,Same as yesterday
Montgomery County,C,Same as yesterday
Val Verde County,C,Same as yesterday
Maverick County,C,Same as yesterday
Cameron County,C,Same as yesterday
Iron County,C,Same as yesterday
Fairfax city,C,Same as yesterday
Charlottesville city,C,Same as yesterday
Albemarle County,C,Same as yesterday
Orleans County,C,Same as yesterday
King County,C,Same as yesterday
Walla Walla County,C,Same as yesterday
Nicholas County,C,Same as yesterday
Aleutians West Census Area,C,Same as yesterday
Greene County,C,Same as yesterday
Perry County,C,Same as yesterday
Lowndes County,C,Same as yesterday
Dallas County,C,Same as yesterday
Nevada County,C,Same as yesterday
Little River County,C,Same as yesterday
Prairie County,C,Same as yesterday
Lafayette County,C,Same as yesterday
Scott County,C,Same as yesterday
Sevier County,C,Same as yesterday
Madison County,C,Same as yesterday
Woodruff County,C,Same as yesterday
La Paz County,C,Same as yesterday
Apache County,C,Same as yesterday
Modoc County,C,Same as yesterday
Prowers County,C,Same as yesterday
Kiowa County,C,Same as yesterday
Conejos County,C,Same as yesterday
Phillips County,C,Same as yesterday
Kit Carson County,C,Same as yesterday
Sedgwick County,C,Same as yesterday
Saguache County,C,Same as yesterday
Yuma County,C,Same as yesterday
Washington County,C,Same as yesterday
Union County,C,Same as yesterday
Lafayette County,C,Same as yesterday
Glades County,C,Same as yesterday
Hamilton County,C,Same as yesterday
Long County,C,Same as yesterday
Schley County,C,Same as yesterday
Echols County,C,Same as yesterday
Seminole County,C,Same as yesterday
Turner County,C,Same as yesterday
Lanier County,C,Same as yesterday
Dooly County,C,Same as yesterday
Quitman County,C,Same as yesterday
Warren County,C,Same as yesterday
Osceola County,C,Same as yesterday
Lucas County,C,Same as yesterday
Davis County,C,Same as yesterday
Wright County,C,Same as yesterday
Adair County,C,Same as yesterday
Buchanan County,C,Same as yesterday
Page County,C,Same as yesterday
Cedar County,C,Same as yesterday
Ida County,C,Same as yesterday
Calhoun County,C,Same as yesterday
Sac County,C,Same as yesterday
Pocahontas County,C,Same as yesterday
Hamilton County,C,Same as yesterday
Monona County,C,Same as yesterday
O'Brien County,C,Same as yesterday
Fremont County,C,Same as yesterday
Taylor County,C,Same as yesterday
Greene County,C,Same as yesterday
Floyd County,C,Same as yesterday
Caribou County,C,Same as yesterday
Cassia County,C,Same as yesterday
Oneida County,C,Same as yesterday
Power County,C,Same as yesterday
Gooding County,C,Same as yesterday
Alexander County,C,Same as yesterday
Moultrie County,C,Same as yesterday
Hancock County,C,Same as yesterday
Cumberland County,C,Same as yesterday
Greene County,C,Same as yesterday
Cass County,C,Same as yesterday
Pope County,C,Same as yesterday
Owen County,C,Same as yesterday
Stafford County,C,Same as yesterday
Graham County,C,Same as yesterday
Hamilton County,C,Same as yesterday
Haskell County,C,Same as yesterday
Clark County,C,Same as yesterday
Coffey County,C,Same as yesterday
Gove County,C,Same as yesterday
Woodson County,C,Same as yesterday
Trego County,C,Same as yesterday
Monroe County,C,Same as yesterday
Clinton County,C,Same as yesterday
Webster County,C,Same as yesterday
Cameron Parish,C,Same as yesterday
Assumption Parish,C,Same as yesterday
Tensas Parish,C,Same as yesterday
Catahoula Parish,C,Same as yesterday
West Feliciana Parish,C,Same as yesterday
Bienville Parish,C,Same as yesterday
Mississippi County,C,Same as yesterday
Holt County,C,Same as yesterday
Iron County,C,Same as yesterday
Wayne County,C,Same as yesterday
Schuyler County,C,Same as yesterday
Montgomery County,C,Same as yesterday
Atchison County,C,Same as yesterday
Lewis County,C,Same as yesterday
Sullivan County,C,Same as yesterday
St. Clair County,C,Same as yesterday
Stone County,C,Same as yesterday
Osage County,C,Same as yesterday
Daviess County,C,Same as yesterday
Humphreys County,C,Same as yesterday
Jasper County,C,Same as yesterday
Benton County,C,Same as yesterday
Claiborne County,C,Same as yesterday
Kemper County,C,Same as yesterday
Beaverhead County,C,Same as yesterday
Stillwater County,C,Same as yesterday
Granite County,C,Same as yesterday
Rosebud County,C,Same as yesterday
Sweet Grass County,C,Same as yesterday
Big Horn County,C,Same as yesterday
Polk County,C,Same as yesterday
Gates County,C,Same as yesterday
Clay County,C,Same as yesterday
Barnes County,C,Same as yesterday
Foster County,C,Same as yesterday
Polk County,C,Same as yesterday
Deuel County,C,Same as yesterday
Hamilton County,C,Same as yesterday
Nemaha County,C,Same as yesterday
Kimball County,C,Same as yesterday
Custer County,C,Same as yesterday
Webster County,C,Same as yesterday
Cherry County,C,Same as yesterday
Colfax County,C,Same as yesterday
Sheridan County,C,Same as yesterday
Holt County,C,Same as yesterday
Stanton County,C,Same as yesterday
Hidalgo County,C,Same as yesterday
Mora County,C,Same as yesterday
Eureka County,C,Same as yesterday
Pershing County,C,Same as yesterday
Lander County,C,Same as yesterday
Perry County,C,Same as yesterday
Latimer County,C,Same as yesterday
Coal County,C,Same as yesterday
Washita County,C,Same as yesterday
Cimarron County,C,Same as yesterday
Choctaw County,C,Same as yesterday
Gilliam County,C,Same as yesterday
Sherman County,C,Same as yesterday
Morrow County,C,Same as yesterday
Harney County,C,Same as yesterday
Baker County,C,Same as yesterday
Allendale County,C,Same as yesterday
Abbeville County,C,Same as yesterday
Marlboro County,C,Same as yesterday
Aurora County,C,Same as yesterday
Lyman County,C,Same as yesterday
Stanley County,C,Same as yesterday
Jackson County,C,Same as yesterday
Corson County,C,Same as yesterday
Deuel County,C,Same as yesterday
Walworth County,C,Same as yesterday
Brule County,C,Same as yesterday
Miner County,C,Same as yesterday
Grant County,C,Same as yesterday
Decatur County,C,Same as yesterday
Stephens County,C,Same as yesterday
Winkler County,C,Same as yesterday
Floyd County,C,Same as yesterday
Foard County,C,Same as yesterday
Hartley County,C,Same as yesterday
Menard County,C,Same as yesterday
Oldham County,C,Same as yesterday
Irion County,C,Same as yesterday
San Augustine County,C,Same as yesterday
Runnels County,C,Same as yesterday
Delta County,C,Same as yesterday
Bailey County,C,Same as yesterday
Brooks County,C,Same as yesterday
Wheeler County,C,Same as yesterday
Lynn County,C,Same as yesterday
Knox County,C,Same as yesterday
Lamb County,C,Same as yesterday
Crockett County,C,Same as yesterday
Culberson County,C,Same as yesterday
Upton County,C,Same as yesterday
Carson County,C,Same as yesterday
Martin County,C,Same as yesterday
Armstrong County,C,Same as yesterday
Coke County,C,Same as yesterday
Falls County,C,Same as yesterday
Glasscock County,C,Same as yesterday
Parmer County,C,Same as yesterday
Crosby County,C,Same as yesterday
Hall County,C,Same as yesterday
Reagan County,C,Same as yesterday
Deaf Smith County,C,Same as yesterday
Marion County,C,Same as yesterday
Garza County,C,Same as yesterday
Mitchell County,C,Same as yesterday
Sherman County,C,Same as yesterday
Hardeman County,C,Same as yesterday
Donley County,C,Same as yesterday
Sutton County,C,Same as yesterday
Real County,C,Same as yesterday
Grand County,C,Same as yesterday
Morgan County,C,Same as yesterday
Cumberland County,C,Same as yesterday
Greensville County,C,Same as yesterday
Bath County,C,Same as yesterday
Lincoln County,C,Same as yesterday
Klickitat County,C,Same as yesterday
Langlade County,C,Same as yesterday
Vernon County,C,Same as yesterday
Crawford County,C,Same as yesterday
Richland County,C,Same as yesterday
Wirt County,C,Same as yesterday
Pleasants County,C,Same as yesterday
Braxton County,C,Same as yesterday
Pendleton County,C,Same as yesterday
Ritchie County,C,Same as yesterday
Carbon County,C,Same as yesterday
Crook County,C,Same as yesterday
Niobrara County,C,Same as yesterday
Bradford County,C,Same as yesterday
Somerset County,C,Same as yesterday
Matanuska-Susitna Borough,C,Same as yesterday
Sanilac County,C,Same as yesterday
Roseau County,C,Same as yesterday
Sullivan County,C,Same as yesterday
Oneida County,C,Same as yesterday
Fremont County,C,Down from yesterday
Henry County,C,Down from yesterday
Coosa County,C,Down from yesterday
Hale County,C,Down from yesterday
Bullock County,C,Down from yesterday
Searcy County,C,Down from yesterday
Lincoln County,C,Down from yesterday
Bradley County,C,Down from yesterday
Calhoun County,C,Down from yesterday
Plumas County,C,Down from yesterday
Costilla County,C,Down from yesterday
Dixie County,C,Down from yesterday
Telfair County,C,Down from yesterday
Brooks County,C,Down from yesterday
Miller County,C,Down from yesterday
Early County,C,Down from yesterday
Worth County,C,Down from yesterday
Treutlen County,C,Down from yesterday
Clinch County,C,Down from yesterday
Baker County,C,Down from yesterday
Clay County,C,Down from yesterday
Macon County,C,Down from yesterday
Irwin County,C,Down from yesterday
Keokuk County,C,Down from yesterday
Guthrie County,C,Down from yesterday
Hancock County,C,Down from yesterday
Decatur County,C,Down from yesterday
Wayne County,C,Down from yesterday
Ringgold County,C,Down from yesterday
Jackson County,C,Down from yesterday
Franklin County,C,Down from yesterday
Louisa County,C,Down from yesterday
Mitchell County,C,Down from yesterday
Butte County,C,Down from yesterday
Payette County,C,Down from yesterday
Benewah County,C,Down from yesterday
Lawrence County,C,Down from yesterday
Brown County,C,Down from yesterday
Hardin County,C,Down from yesterday
Carroll County,C,Down from yesterday
Pike County,C,Down from yesterday
Parke County,C,Down from yesterday
Union County,C,Down from yesterday
Pike County,C,Down from yesterday
Martin County,C,Down from yesterday
Newton County,C,Down from yesterday
Spencer County,C,Down from yesterday
Wabaunsee County,C,Down from yesterday
Jewell County,C,Down from yesterday
Morris County,C,Down from yesterday
Scott County,C,Down from yesterday
Washington County,C,Down from yesterday
Pawnee County,C,Down from yesterday
Kingman County,C,Down from yesterday
Rice County,C,Down from yesterday
Marshall County,C,Down from yesterday
Rooks County,C,Down from yesterday
Hickman County,C,Down from yesterday
Livingston County,C,Down from yesterday
Owsley County,C,Down from yesterday
Wolfe County,C,Down from yesterday
Butler County,C,Down from yesterday
Washington County,C,Down from yesterday
Menifee County,C,Down from yesterday
Crittenden County,C,Down from yesterday
St. Helena Parish,C,Down from yesterday
Kanabec County,C,Down from yesterday
Jackson County,C,Down from yesterday
Waseca County,C,Down from yesterday
Clark County,C,Down from yesterday
Scotland County,C,Down from yesterday
Carter County,C,Down from yesterday
Ripley County,C,Down from yesterday
Shannon County,C,Down from yesterday
Carroll County,C,Down from yesterday
Shelby County,C,Down from yesterday
Linn County,C,Down from yesterday
Ralls County,C,Down from yesterday
Ozark County,C,Down from yesterday
Caldwell County,C,Down from yesterday
Howard County,C,Down from yesterday
Benton County,C,Down from yesterday
Franklin County,C,Down from yesterday
Carroll County,C,Down from yesterday
Wilkinson County,C,Down from yesterday
Powell County,C,Down from yesterday
Sanders County,C,Down from yesterday
Mineral County,C,Down from yesterday
Teton County,C,Down from yesterday
Park County,C,Down from yesterday
Dawson County,C,Down from yesterday
Pamlico County,C,Down from yesterday
Jones County,C,Down from yesterday
Bertie County,C,Down from yesterday
Greene County,C,Down from yesterday
Pembina County,C,Down from yesterday
Eddy County,C,Down from yesterday
Logan County,C,Down from yesterday
Kidder County,C,Down from yesterday
Bowman County,C,Down from yesterday
Dixon County,C,Down from yesterday
Mineral County,C,Down from yesterday
Paulding County,C,Down from yesterday
Pushmataha County,C,Down from yesterday
Adair County,C,Down from yesterday
Okfuskee County,C,Down from yesterday
Lake County,C,Down from yesterday
Cameron County,C,Down from yesterday
Sullivan County,C,Down from yesterday
Edgefield County,C,Down from yesterday
McCook County,C,Down from yesterday
Turner County,C,Down from yesterday
Hancock County,C,Down from yesterday
Morgan County,C,Down from yesterday
Moore County,C,Down from yesterday
Clay County,C,Down from yesterday
Lipscomb County,C,Down from yesterday
Edwards County,C,Down from yesterday
Burleson County,C,Down from yesterday
Sterling County,C,Down from yesterday
Clay County,C,Down from yesterday
Kimble County,C,Down from yesterday
Schleicher County,C,Down from yesterday
Emery County,C,Down from yesterday
San Juan County,C,Down from yesterday
Rich County,C,Down from yesterday
Brunswick County,C,Down from yesterday
Grayson County,C,Down from yesterday
Lunenburg County,C,Down from yesterday
Alleghany County,C,Down from yesterday
Bland County,C,Down from yesterday
Amelia County,C,Down from yesterday
Ferry County,C,Down from yesterday
Adams County,C,Down from yesterday
Trempealeau County,C,Down from yesterday
Clark County,C,Down from yesterday
Ashland County,C,Down from yesterday
Marquette County,C,Down from yesterday
Burnett County,C,Down from yesterday
Taylor County,C,Down from yesterday
Hardy County,C,Down from yesterday
Mineral County,C,Down from yesterday
Grant County,C,Down from yesterday
Wyoming County,C,Down from yesterday
Tyler County,C,Down from yesterday
Preston County,C,Down from yesterday
Lincoln County,C,Down from yesterday
Lincoln County,C,Down from yesterday
Garfield County,C,Down from yesterday
Windham County,C,Down from yesterday
Dearborn County,C,Down from yesterday
Essex County,C,Down from yesterday
Cooper County,C,Down from yesterday
Lewis and Clark County,C,Down from yesterday
Burleigh County,C,Down from yesterday
Hudson County,C,Down from yesterday
Hunterdon County,C,Down from yesterday
Eddy County,C,Down from yesterday
Franklin County,C,Down from yesterday
Texas County,C,Down from yesterday
Elk County,C,Down from yesterday
Newport County,C,Down from yesterday
Nacogdoches County,C,Down from yesterday
Eau Claire County,C,Down from yesterday
Fresno County,C,Up from yesterday
Contra Costa County,C,Up from yesterday
Los Angeles County,C,Up from yesterday
Alameda County,C,Up from yesterday
Fremont County,C,Up from yesterday
Elbert County,C,Up from yesterday
Pinellas County,C,Up from yesterday
Leon County,C,Up from yesterday
Palm Beach County,C,Up from yesterday
Heard County,C,Up from yesterday
Washington County,C,Up from yesterday
Monroe County,C,Up from yesterday
DeKalb County,C,Up from yesterday
Delaware County,C,Up from yesterday
Johnson County,C,Up from yesterday
DuPage County,C,Up from yesterday
Harrison County,C,Up from yesterday
LaPorte County,C,Up from yesterday
Jackson Parish,C,Up from yesterday
Plymouth County,C,Up from yesterday
Somerset County,C,Up from yesterday
Howard County,C,Up from yesterday
Kent County,C,Up from yesterday
Baltimore city,C,Up from yesterday
Lapeer County,C,Up from yesterday
Dickinson County,C,Up from yesterday
Menominee County,C,Up from yesterday
Dodge County,C,Up from yesterday
Ramsey County,C,Up from yesterday
Olmsted County,C,Up from yesterday
St. Louis County,C,Up from yesterday
Johnson County,C,Up from yesterday
Lafayette County,C,Up from yesterday
Forrest County,C,Up from yesterday
Missoula County,C,Up from yesterday
Watauga County,C,Up from yesterday
Dakota County,C,Up from yesterday
Phelps County,C,Up from yesterday
Mercer County,C,Up from yesterday
San Juan County,C,Up from yesterday
Oswego County,C,Up from yesterday
Montgomery County,C,Up from yesterday
Madison County,C,Up from yesterday
Columbia County,C,Up from yesterday
Otsego County,C,Up from yesterday
Multnomah County,C,Up from yesterday
Northampton County,C,Up from yesterday
Allegheny County,C,Up from yesterday
Armstrong County,C,Up from yesterday
Providence County,C,Up from yesterday
Davidson County,C,Up from yesterday
Tyler County,C,Up from yesterday
Travis County,C,Up from yesterday
Terry County,C,Up from yesterday
Hockley County,C,Up from yesterday
Lee County,C,Up from yesterday
Milam County,C,Up from yesterday
McCulloch County,C,Up from yesterday
Franklin County,C,Up from yesterday
Chelan County,C,Up from yesterday
Jefferson County,C,Up from yesterday
Winnebago County,C,Up from yesterday
Boone County,C,Up from yesterday
Howard County,C,Up from yesterday
Plymouth County,C,Up from yesterday
Storey County,C,Up from yesterday
Del Norte County,C,Up from yesterday
Delta County,C,Up from yesterday
Gem County,C,Up from yesterday
Ravalli County,C,Up from yesterday
Walsh County,C,Up from yesterday
Escambia County,C,Up from yesterday
Colusa County,C,Up from yesterday
Nevada County,C,Up from yesterday
Wakulla County,C,Up from yesterday
Volusia County,C,Up from yesterday
Pulaski County,C,Up from yesterday
Evans County,C,Up from yesterday
Nez Perce County,C,Up from yesterday
Anne Arundel County,C,Up from yesterday
Douglas County,C,Up from yesterday
Vernon County,C,Up from yesterday
Lea County,C,Up from yesterday
Seneca County,C,Up from yesterday
Henry County,C,Up from yesterday
Sequoyah County,C,Up from yesterday
Polk County,C,Up from yesterday
Hood River County,C,Up from yesterday
Washington County,C,Up from yesterday
Hughes County,C,Up from yesterday
Brown County,C,Up from yesterday
Uvalde County,C,Up from yesterday
Inyo County,C-,Down from yesterday
Levy County,C-,Down from yesterday
Peach County,C-,Down from yesterday
Bonner County,C-,Down from yesterday
Labette County,C-,Down from yesterday
Worcester County,C-,Down from yesterday
Arenac County,C-,Down from yesterday
Clare County,C-,Down from yesterday
Ionia County,C-,Down from yesterday
Cass County,C-,Down from yesterday
Cascade County,C-,Down from yesterday
Stark County,C-,Down from yesterday
McKenzie County,C-,Down from yesterday
Adams County,C-,Down from yesterday
Curry County,C-,Down from yesterday
Clinton County,C-,Down from yesterday
Delaware County,C-,Down from yesterday
Venango County,C-,Down from yesterday
Lackawanna County,C-,Down from yesterday
Perry County,C-,Down from yesterday
Warren County,C-,Down from yesterday
Kleberg County,C-,Down from yesterday
Starr County,C-,Down from yesterday
Hidalgo County,C-,Down from yesterday
Willacy County,C-,Down from yesterday
Walker County,C-,Down from yesterday
Matagorda County,C-,Down from yesterday
Wise County,C-,Down from yesterday
Dickenson County,C-,Down from yesterday
Williamsburg city,C-,Down from yesterday
James City County,C-,Down from yesterday
Milwaukee County,C-,Down from yesterday
Green County,C-,Down from yesterday
La Crosse County,C-,Down from yesterday
Outagamie County,C-,Down from yesterday
Meigs County,C-,Down from yesterday
Trousdale County,C-,Down from yesterday
Hancock County,C-,Down from yesterday
Russell County,C-,Down from yesterday
Polk County,C-,Down from yesterday
Sutter County,C-,Up from yesterday
Jefferson County,C-,Up from yesterday
Highlands County,C-,Up from yesterday
Appanoose County,C-,Up from yesterday
Marion County,C-,Up from yesterday
Ford County,C-,Up from yesterday
St. John the Baptist Parish,C-,Up from yesterday
Harford County,C-,Up from yesterday
Bay County,C-,Up from yesterday
Perry County,C-,Up from yesterday
Lowndes County,C-,Up from yesterday
Cape May County,C-,Up from yesterday
Seneca County,C-,Up from yesterday
Clarion County,C-,Up from yesterday
Beaver County,C-,Up from yesterday
Jasper County,C-,Up from yesterday
Harris County,C-,Up from yesterday
Williamson County,C-,Up from yesterday
Navarro County,C-,Up from yesterday
Fayette County,C-,Up from yesterday
Lubbock County,C-,Up from yesterday
Young County,C-,Up from yesterday
Campbell County,C-,Up from yesterday
Anchorage Municipality,C-,Same as yesterday
Crenshaw County,C-,Same as yesterday
Lee County,C-,Same as yesterday
Santa Cruz County,C-,Same as yesterday
Cochise County,C-,Same as yesterday
Pinal County,C-,Same as yesterday
Graham County,C-,Same as yesterday
Tuolumne County,C-,Same as yesterday
Kings County,C-,Same as yesterday
Calaveras County,C-,Same as yesterday
Lincoln County,C-,Same as yesterday
New Haven County,C-,Same as yesterday
Litchfield County,C-,Same as yesterday
Middlesex County,C-,Same as yesterday
New Castle County,C-,Same as yesterday
Sarasota County,C-,Same as yesterday
Alachua County,C-,Same as yesterday
Hillsborough County,C-,Same as yesterday
Lee County,C-,Same as yesterday
Cobb County,C-,Same as yesterday
Dallas County,C-,Same as yesterday
Jersey County,C-,Same as yesterday
Lake County,C-,Same as yesterday
Shelby County,C-,Same as yesterday
Tippecanoe County,C-,Same as yesterday
McPherson County,C-,Same as yesterday
Phillips County,C-,Same as yesterday
Linn County,C-,Same as yesterday
Campbell County,C-,Same as yesterday
Lawrence County,C-,Same as yesterday
Trigg County,C-,Same as yesterday
Breckinridge County,C-,Same as yesterday
Clay County,C-,Same as yesterday
East Feliciana Parish,C-,Same as yesterday
Hampden County,C-,Same as yesterday
Wicomico County,C-,Same as yesterday
Aroostook County,C-,Same as yesterday
Androscoggin County,C-,Same as yesterday
Knox County,C-,Same as yesterday
Allegan County,C-,Same as yesterday
Osceola County,C-,Same as yesterday
Wexford County,C-,Same as yesterday
Kent County,C-,Same as yesterday
Eaton County,C-,Same as yesterday
Martin County,C-,Same as yesterday
Pine County,C-,Same as yesterday
Kandiyohi County,C-,Same as yesterday
Becker County,C-,Same as yesterday
Nobles County,C-,Same as yesterday
Watonwan County,C-,Same as yesterday
Le Sueur County,C-,Same as yesterday
Saline County,C-,Same as yesterday
Phelps County,C-,Same as yesterday
Adair County,C-,Same as yesterday
Taney County,C-,Same as yesterday
Platte County,C-,Same as yesterday
Harrison County,C-,Same as yesterday
Madison County,C-,Same as yesterday
Caswell County,C-,Same as yesterday
Mecklenburg County,C-,Same as yesterday
Orange County,C-,Same as yesterday
Stutsman County,C-,Same as yesterday
Mountrail County,C-,Same as yesterday
Belknap County,C-,Same as yesterday
Burlington County,C-,Same as yesterday
Onondaga County,C-,Same as yesterday
Monroe County,C-,Same as yesterday
Herkimer County,C-,Same as yesterday
Wyoming County,C-,Same as yesterday
Cattaraugus County,C-,Same as yesterday
Erie County,C-,Same as yesterday
Tioga County,C-,Same as yesterday
Chautauqua County,C-,Same as yesterday
Cuyahoga County,C-,Same as yesterday
Carroll County,C-,Same as yesterday
Payne County,C-,Same as yesterday
Coos County,C-,Same as yesterday
Deschutes County,C-,Same as yesterday
Tillamook County,C-,Same as yesterday
Bucks County,C-,Same as yesterday
Lehigh County,C-,Same as yesterday
Dauphin County,C-,Same as yesterday
Erie County,C-,Same as yesterday
Wyoming County,C-,Same as yesterday
Washington County,C-,Same as yesterday
Mercer County,C-,Same as yesterday
Butler County,C-,Same as yesterday
Cumberland County,C-,Same as yesterday
Charleston County,C-,Same as yesterday
Lee County,C-,Same as yesterday
Orangeburg County,C-,Same as yesterday
Meade County,C-,Same as yesterday
Lincoln County,C-,Same as yesterday
Pennington County,C-,Same as yesterday
Williamson County,C-,Same as yesterday
Sevier County,C-,Same as yesterday
Dawson County,C-,Same as yesterday
Calhoun County,C-,Same as yesterday
Carbon County,C-,Same as yesterday
Washington County,C-,Same as yesterday
Goochland County,C-,Same as yesterday
Lynchburg city,C-,Same as yesterday
Lee County,C-,Same as yesterday
Loudoun County,C-,Same as yesterday
Mason County,C-,Same as yesterday
Clallam County,C-,Same as yesterday
Stevens County,C-,Same as yesterday
Kewaunee County,C-,Same as yesterday
Marinette County,C-,Same as yesterday
Oconto County,C-,Same as yesterday
Monongalia County,C-,Same as yesterday
Greenbrier County,C-,Same as yesterday
Cabell County,C-,Same as yesterday
Fremont County,C-,Same as yesterday
Campbell County,C-,Same as yesterday
Sheridan County,C-,Same as yesterday
Franklin County,C-,Same as yesterday
Hardin County,C-,Same as yesterday
Cass County,C-,Same as yesterday
Clarke County,C-,Same as yesterday
Bond County,C-,Same as yesterday
Fulton County,C-,Same as yesterday
Morgan County,C-,Same as yesterday
Union County,C-,Same as yesterday
Lexington city,C-,Same as yesterday
Rolette County,C-,Same as yesterday
Allen Parish,C-,Same as yesterday
Park County,C-,Same as yesterday
Kenai Peninsula Borough,C-,Same as yesterday
Clay County,C-,Same as yesterday
Choctaw County,C-,Same as yesterday
Clay County,C-,Same as yesterday
Marion County,C-,Same as yesterday
Polk County,C-,Same as yesterday
Phillips County,C-,Same as yesterday
Gila County,C-,Same as yesterday
Charlton County,C-,Same as yesterday
Brantley County,C-,Same as yesterday
Jefferson County,C-,Same as yesterday
Montgomery County,C-,Same as yesterday
Bingham County,C-,Same as yesterday
Iroquois County,C-,Same as yesterday
Fleming County,C-,Same as yesterday
Evangeline Parish,C-,Same as yesterday
Caldwell Parish,C-,Same as yesterday
Red River Parish,C-,Same as yesterday
Barry County,C-,Same as yesterday
Roscommon County,C-,Same as yesterday
Morrison County,C-,Same as yesterday
Audrain County,C-,Same as yesterday
Yazoo County,C-,Same as yesterday
Clarke County,C-,Same as yesterday
Perry County,C-,Same as yesterday
Calhoun County,C-,Same as yesterday
Copiah County,C-,Same as yesterday
Williams County,C-,Same as yesterday
Saunders County,C-,Same as yesterday
Sullivan County,C-,Same as yesterday
Chenango County,C-,Same as yesterday
Osage County,C-,Same as yesterday
Nowata County,C-,Same as yesterday
Susquehanna County,C-,Same as yesterday
Polk County,C-,Same as yesterday
Stewart County,C-,Same as yesterday
Ochiltree County,C-,Same as yesterday
Llano County,C-,Same as yesterday
Bosque County,C-,Same as yesterday
Houston County,C-,Same as yesterday
Grimes County,C-,Same as yesterday
Blanco County,C-,Same as yesterday
Scott County,C-,Same as yesterday
Pittsylvania County,C-,Same as yesterday
Shawano County,C-,Same as yesterday
Barbour County,C-,Same as yesterday
Baldwin County,C-,Up from yesterday
Drew County,C-,Up from yesterday
Maricopa County,C-,Up from yesterday
Mohave County,C-,Up from yesterday
Tulare County,C-,Up from yesterday
Shasta County,C-,Up from yesterday
Merced County,C-,Up from yesterday
Arapahoe County,C-,Up from yesterday
Weld County,C-,Up from yesterday
El Paso County,C-,Up from yesterday
Hartford County,C-,Up from yesterday
Brevard County,C-,Up from yesterday
Martin County,C-,Up from yesterday
Jefferson County,C-,Up from yesterday
Seminole County,C-,Up from yesterday
Manatee County,C-,Up from yesterday
Indian River County,C-,Up from yesterday
Clarke County,C-,Up from yesterday
Mills County,C-,Up from yesterday
Carroll County,C-,Up from yesterday
Ada County,C-,Up from yesterday
Monroe County,C-,Up from yesterday
Whitley County,C-,Up from yesterday
Randolph County,C-,Up from yesterday
Monroe County,C-,Up from yesterday
Rush County,C-,Up from yesterday
Jay County,C-,Up from yesterday
Douglas County,C-,Up from yesterday
Saline County,C-,Up from yesterday
Adair County,C-,Up from yesterday
Mercer County,C-,Up from yesterday
Union County,C-,Up from yesterday
Bourbon County,C-,Up from yesterday
Vernon Parish,C-,Up from yesterday
Franklin Parish,C-,Up from yesterday
Madison Parish,C-,Up from yesterday
Jefferson Parish,C-,Up from yesterday
Bossier Parish,C-,Up from yesterday
De Soto Parish,C-,Up from yesterday
